9640000,2354500
9650000,2358700
9660000,2362900
9670000,2367100
9680000,2371300
9690000,2375500
9700000,2379700
9710000,2383900
9720000,2388100
9730000,2392300
9740000,2396500
9750000,2400700
9760000,2404900
9770000,2409100
9780000,2413300
9790000,2417500
9800000,2421700
9810000,2425900
9820000,2430100
9830000,2434300
9840000,2438500
9850000,2442700
9860000,2446900
9870000,2451100
9880000,2455300
9890000,2459500
9900000,2463700
9910000,2467900
9920000,2472100
9930000,2476300
9940000,2480500
9950000,2484700
9960000,2488900
9970000,2493100
9980000,2497300
9990000,2501500
